I0101 00:00:07.460472 432] [MCU] Process0x03_0x37_0x01 - TaskID=0,sendID=0,recvcount=100,walkstate=0,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:35:19.406527 432] [MCU] Process0x03_0x37_0x01 - TaskID=10061,sendID=10061,recvcount=10500,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=-2, wheelR=44, Algorithm=0, Ultrasonic=0
I1211 20:35:21.906563 432] [MCU] Process0x03_0x37_0x01 - TaskID=10061,sendID=10061,recvcount=10600,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:35:24.406433 432] [MCU] Process0x03_0x37_0x01 - TaskID=10061,sendID=10061,recvcount=10700,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:35:26.906323 432] [MCU] Process0x03_0x37_0x01 - TaskID=10061,sendID=10061,recvcount=10800,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:35:29.406415 432] [MCU] Process0x03_0x37_0x01 - TaskID=10061,sendID=10061,recvcount=10900,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:35:31.906155 432] [MCU] Process0x03_0x37_0x01 - TaskID=10062,sendID=10062,recvcount=11000,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:35:34.406803 432] [MCU] Process0x03_0x37_0x01 - TaskID=10063,sendID=10063,recvcount=11100,walkstate=1,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=334, wheelR=-308, Algorithm=0, Ultrasonic=0
I1211 20:35:36.906560 432] [MCU] Process0x03_0x37_0x01 - TaskID=10063,sendID=10063,recvcount=11200,walkstate=1,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:35:39.406193 432] [MCU] Process0x03_0x37_0x01 - TaskID=10066,sendID=10066,recvcount=11300,walkstate=1,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=332, wheelR=-322, Algorithm=0, Ultrasonic=0
I1211 20:35:41.906853 432] [MCU] Process0x03_0x37_0x01 - TaskID=10066,sendID=10066,recvcount=11400,walkstate=1,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:35:44.406764 432] [MCU] Process0x03_0x37_0x01 - TaskID=10067,sendID=10067,recvcount=11500,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:35:46.906311 432] [MCU] Process0x03_0x37_0x01 - TaskID=10069,sendID=10069,recvcount=11600,walkstate=1,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=318, wheelR=-310, Algorithm=0, Ultrasonic=0
I1211 20:35:49.406582 432] [MCU] Process0x03_0x37_0x01 - TaskID=10069,sendID=10069,recvcount=11700,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:35:51.906571 432] [MCU] Process0x03_0x37_0x01 - TaskID=10070,sendID=10070,recvcount=11800,walkstate=1,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=302, wheelR=-286, Algorithm=0, Ultrasonic=0
I1211 20:35:54.406415 432] [MCU] Process0x03_0x37_0x01 - TaskID=10070,sendID=10070,recvcount=11900,walkstate=1,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:35:56.906597 432] [MCU] Process0x03_0x37_0x01 - TaskID=10073,sendID=10073,recvcount=12000,walkstate=1,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=-192, wheelR=198, Algorithm=0, Ultrasonic=0
I1211 20:35:59.406718 432] [MCU] Process0x03_0x37_0x01 - TaskID=10075,sendID=10075,recvcount=12100,walkstate=1,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=-142, wheelR=138, Algorithm=0, Ultrasonic=0
I1211 20:36:01.907394 432] [MCU] Process0x03_0x37_0x01 - TaskID=10077,sendID=10077,recvcount=12200,walkstate=1,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=10, wheelR=6, Algorithm=0, Ultrasonic=0
I1211 20:36:04.406724 432] [MCU] Process0x03_0x37_0x01 - TaskID=10080,sendID=10080,recvcount=12300,walkstate=1,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=-234, wheelR=230, Algorithm=0, Ultrasonic=0
I1211 20:36:06.907321 432] [MCU] Process0x03_0x37_0x01 - TaskID=10082,sendID=10082,recvcount=12400,walkstate=1,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=388, wheelR=-392, Algorithm=0, Ultrasonic=0
I1211 20:36:09.407378 432] [MCU] Process0x03_0x37_0x01 - TaskID=10083,sendID=10083,recvcount=12500,walkstate=1,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=-434, wheelR=438, Algorithm=0, Ultrasonic=0
I1211 20:36:11.906903 432] [MCU] Process0x03_0x37_0x01 - TaskID=10084,sendID=10084,recvcount=12600,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:36:14.407629 432] [MCU] Process0x03_0x37_0x01 - TaskID=10084,sendID=10084,recvcount=12700,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:36:16.908044 432] [MCU] Process0x03_0x37_0x01 - TaskID=10098,sendID=10098,recvcount=12800,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:36:19.407394 432] [MCU] Process0x03_0x37_0x01 - TaskID=10098,sendID=10098,recvcount=12900,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:36:21.907783 432] [MCU] Process0x03_0x37_0x01 - TaskID=10098,sendID=10098,recvcount=13000,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:36:24.407809 432] [MCU] Process0x03_0x37_0x01 - TaskID=10098,sendID=10098,recvcount=13100,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:36:26.907642 432] [MCU] Process0x03_0x37_0x01 - TaskID=10098,sendID=10098,recvcount=13200,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:36:29.407660 432] [MCU] Process0x03_0x37_0x01 - TaskID=10098,sendID=10098,recvcount=13300,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:36:31.908370 432] [MCU] Process0x03_0x37_0x01 - TaskID=10098,sendID=10098,recvcount=13400,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:36:34.407866 432] [MCU] Process0x03_0x37_0x01 - TaskID=10098,sendID=10098,recvcount=13500,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:36:36.907672 432] [MCU] Process0x03_0x37_0x01 - TaskID=10098,sendID=10098,recvcount=13600,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:36:39.407987 432] [MCU] Process0x03_0x37_0x01 - TaskID=10098,sendID=10098,recvcount=13700,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:36:41.907868 432] [MCU] Process0x03_0x37_0x01 - TaskID=10098,sendID=10098,recvcount=13800,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:36:44.408255 432] [MCU] Process0x03_0x37_0x01 - TaskID=10098,sendID=10098,recvcount=13900,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:36:46.908326 432] [MCU] Process0x03_0x37_0x01 - TaskID=10098,sendID=10098,recvcount=14000,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:36:49.407878 432] [MCU] Process0x03_0x37_0x01 - TaskID=10098,sendID=10098,recvcount=14100,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:36:51.908463 432] [MCU] Process0x03_0x37_0x01 - TaskID=10098,sendID=10098,recvcount=14200,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:36:54.408428 432] [MCU] Process0x03_0x37_0x01 - TaskID=10098,sendID=10098,recvcount=14300,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:36:56.908079 432] [MCU] Process0x03_0x37_0x01 - TaskID=10098,sendID=10098,recvcount=14400,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:36:59.409060 432] [MCU] Process0x03_0x37_0x01 - TaskID=10098,sendID=10098,recvcount=14500,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:37:01.908993 432] [MCU] Process0x03_0x37_0x01 - TaskID=10098,sendID=10098,recvcount=14600,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:37:04.408599 432] [MCU] Process0x03_0x37_0x01 - TaskID=10098,sendID=10098,recvcount=14700,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:37:06.908496 432] [MCU] Process0x03_0x37_0x01 - TaskID=10098,sendID=10098,recvcount=14800,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:37:09.408286 432] [MCU] Process0x03_0x37_0x01 - TaskID=10098,sendID=10098,recvcount=14900,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:37:11.908432 432] [MCU] Process0x03_0x37_0x01 - TaskID=10098,sendID=10098,recvcount=15000,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:37:14.408701 432] [MCU] Process0x03_0x37_0x01 - TaskID=10098,sendID=10098,recvcount=15100,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:37:16.909277 432] [MCU] Process0x03_0x37_0x01 - TaskID=10098,sendID=10098,recvcount=15200,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:37:19.408638 432] [MCU] Process0x03_0x37_0x01 - TaskID=10098,sendID=10098,recvcount=15300,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:37:21.909268 432] [MCU] Process0x03_0x37_0x01 - TaskID=10098,sendID=10098,recvcount=15400,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:37:24.409313 432] [MCU] Process0x03_0x37_0x01 - TaskID=10099,sendID=10099,recvcount=15500,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:37:26.909044 432] [MCU] Process0x03_0x37_0x01 - TaskID=10102,sendID=10102,recvcount=15600,walkstate=1,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:37:29.409443 432] [MCU] Process0x03_0x37_0x01 - TaskID=10104,sendID=10104,recvcount=15700,walkstate=1,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=464, wheelR=-446, Algorithm=0, Ultrasonic=0
I1211 20:37:31.909549 432] [MCU] Process0x03_0x37_0x01 - TaskID=10105,sendID=10105,recvcount=15800,walkstate=1,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=-2, wheelR=-22, Algorithm=0, Ultrasonic=0
I1211 20:37:34.409176 432] [MCU] Process0x03_0x37_0x01 - TaskID=10106,sendID=10106,recvcount=15900,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:37:36.909019 432] [MCU] Process0x03_0x37_0x01 - TaskID=10108,sendID=10108,recvcount=16000,walkstate=1,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=-400, wheelR=400, Algorithm=0, Ultrasonic=0
I1211 20:37:39.409466 432] [MCU] Process0x03_0x37_0x01 - TaskID=10109,sendID=10109,recvcount=16100,walkstate=1,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=-404, wheelR=394, Algorithm=0, Ultrasonic=0
I1211 20:37:41.909526 432] [MCU] Process0x03_0x37_0x01 - TaskID=10111,sendID=10111,recvcount=16200,walkstate=1,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=-342, wheelR=356, Algorithm=0, Ultrasonic=0
I1211 20:37:44.409215 432] [MCU] Process0x03_0x37_0x01 - TaskID=10112,sendID=10112,recvcount=16300,walkstate=1,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=-456, wheelR=450, Algorithm=0, Ultrasonic=0
I1211 20:37:46.909817 432] [MCU] Process0x03_0x37_0x01 - TaskID=10113,sendID=10113,recvcount=16400,walkstate=1,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=-312, wheelR=336, Algorithm=0, Ultrasonic=0
I1211 20:37:49.409919 432] [MCU] Process0x03_0x37_0x01 - TaskID=10115,sendID=10115,recvcount=16500,walkstate=1,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=-426, wheelR=422, Algorithm=0, Ultrasonic=0
I1211 20:37:51.909081 432] [MCU] Process0x03_0x37_0x01 - TaskID=10116,sendID=10116,recvcount=16600,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=-338, wheelR=360, Algorithm=0, Ultrasonic=0
I1211 20:37:54.409467 432] [MCU] Process0x03_0x37_0x01 - TaskID=10118,sendID=10118,recvcount=16700,walkstate=1,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:37:56.909938 432] [MCU] Process0x03_0x37_0x01 - TaskID=10119,sendID=10119,recvcount=16800,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:37:59.410187 432] [MCU] Process0x03_0x37_0x01 - TaskID=10121,sendID=10121,recvcount=16900,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=-168, wheelR=168, Algorithm=0, Ultrasonic=0
I1211 20:38:01.910038 432] [MCU] Process0x03_0x37_0x01 - TaskID=10122,sendID=10122,recvcount=17000,walkstate=1,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=408, wheelR=-412, Algorithm=0, Ultrasonic=0
I1211 20:38:04.409667 432] [MCU] Process0x03_0x37_0x01 - TaskID=10123,sendID=10123,recvcount=17100,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=-82, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:38:06.910284 432] [MCU] Process0x03_0x37_0x01 - TaskID=10124,sendID=10124,recvcount=17200,walkstate=1,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=-186, wheelR=184, Algorithm=0, Ultrasonic=0
I1211 20:38:09.409634 432] [MCU] Process0x03_0x37_0x01 - TaskID=10126,sendID=10126,recvcount=17300,walkstate=1,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=146, wheelR=-168, Algorithm=0, Ultrasonic=0
I1211 20:38:11.909608 432] [MCU] Process0x03_0x37_0x01 - TaskID=10126,sendID=10126,recvcount=17400,walkstate=1,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=-268, wheelR=248, Algorithm=0, Ultrasonic=0
I1211 20:38:13.919157 432] [MCU] Process0x03_0x37_0x01 - TaskID=10128,sendID=10128,recvcount=17500,walkstate=1,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=-104, wheelR=110, Algorithm=0, Ultrasonic=0
I1211 20:38:16.419085 432] [MCU] Process0x03_0x37_0x01 - TaskID=10129,sendID=10129,recvcount=17600,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:38:18.919005 432] [MCU] Process0x03_0x37_0x01 - TaskID=10131,sendID=10131,recvcount=17700,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:38:21.420049 432] [MCU] Process0x03_0x37_0x01 - TaskID=10133,sendID=10133,recvcount=17800,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=-72, wheelR=96, Algorithm=0, Ultrasonic=0
I1211 20:38:23.918988 432] [MCU] Process0x03_0x37_0x01 - TaskID=10134,sendID=10134,recvcount=17900,walkstate=1,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=382, wheelR=-384, Algorithm=0, Ultrasonic=0
I1211 20:38:26.419433 432] [MCU] Process0x03_0x37_0x01 - TaskID=10135,sendID=10135,recvcount=18000,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=-2, Algorithm=0, Ultrasonic=0
I1211 20:38:28.919266 432] [MCU] Process0x03_0x37_0x01 - TaskID=10136,sendID=10136,recvcount=18100,walkstate=1,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=494, wheelR=-506, Algorithm=0, Ultrasonic=0
I1211 20:38:31.419080 432] [MCU] Process0x03_0x37_0x01 - TaskID=10137,sendID=10137,recvcount=18200,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=8, wheelR=-2, Algorithm=0, Ultrasonic=0
I1211 20:38:33.919073 432] [MCU] Process0x03_0x37_0x01 - TaskID=10138,sendID=10138,recvcount=18300,walkstate=1,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=308, wheelR=-320, Algorithm=0, Ultrasonic=0
I1211 20:38:36.419103 432] [MCU] Process0x03_0x37_0x01 - TaskID=10140,sendID=10140,recvcount=18400,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=-108, wheelR=38, Algorithm=0, Ultrasonic=0
I1211 20:38:38.919193 432] [MCU] Process0x03_0x37_0x01 - TaskID=10140,sendID=10140,recvcount=18500,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:38:41.419579 432] [MCU] Process0x03_0x37_0x01 - TaskID=10154,sendID=10154,recvcount=18600,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:38:43.920243 432] [MCU] Process0x03_0x37_0x01 - TaskID=10154,sendID=10154,recvcount=18700,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:38:46.420411 432] [MCU] Process0x03_0x37_0x01 - TaskID=10154,sendID=10154,recvcount=18800,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:38:48.920341 432] [MCU] Process0x03_0x37_0x01 - TaskID=10154,sendID=10154,recvcount=18900,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:38:51.420225 432] [MCU] Process0x03_0x37_0x01 - TaskID=10154,sendID=10154,recvcount=19000,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:38:53.920500 432] [MCU] Process0x03_0x37_0x01 - TaskID=10154,sendID=10154,recvcount=19100,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:38:56.419910 432] [MCU] Process0x03_0x37_0x01 - TaskID=10154,sendID=10154,recvcount=19200,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:38:58.920513 432] [MCU] Process0x03_0x37_0x01 - TaskID=10154,sendID=10154,recvcount=19300,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:39:01.420094 432] [MCU] Process0x03_0x37_0x01 - TaskID=10154,sendID=10154,recvcount=19400,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:39:03.919910 432] [MCU] Process0x03_0x37_0x01 - TaskID=10154,sendID=10154,recvcount=19500,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:39:06.420138 432] [MCU] Process0x03_0x37_0x01 - TaskID=10154,sendID=10154,recvcount=19600,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:39:08.919991 432] [MCU] Process0x03_0x37_0x01 - TaskID=10154,sendID=10154,recvcount=19700,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:39:11.420740 432] [MCU] Process0x03_0x37_0x01 - TaskID=10154,sendID=10154,recvcount=19800,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:39:13.920614 432] [MCU] Process0x03_0x37_0x01 - TaskID=10154,sendID=10154,recvcount=19900,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:39:16.421093 432] [MCU] Process0x03_0x37_0x01 - TaskID=10154,sendID=10154,recvcount=20000,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
I1211 20:39:18.920531 432] [MCU] Process0x03_0x37_0x01 - TaskID=10154,sendID=10154,recvcount=20100,walkstate=2,sideState=0,version=11431, battStat=0,McuADv=0,McuADa=0,battery=80,wheelL=0, wheelR=0, Algorithm=0, Ultrasonic=0
